municipio;ano;area_total_ha;valor_total_mil_reais;total_status;n_produtos_cultivados;hhi_area;produto_lider_valor;valor_produto_lider;area_ha_Cana e forragens;area_ha_Fibras e fumo;area_ha_Frutas;area_ha_Grãos e oleaginosas;area_ha_Hortaliças;area_ha_Perenes comerciais;area_ha_Raízes e tubérculos;uf;ano_preliminar;pct_soja_milho_area;valor_por_ha_reais
Peixe-Boi;2019;1563,0;4563,0;informado;10,0;0,289;Coco-da-baía;1058,0;0,0;5,0;348,0;450,0;0,0;60,0;700,0;PA;False;22,4;2919,0
Piçarra;2019;4812,0;21158,0;informado;7,0;0,586;Milho (em grão);12600,0;0,0;0,0;75,0;3587,0;0,0;0,0;1150,0;PA;False;72,7;4397,0
Placas;2019;15724,0;97536,0;informado;15,0;0,458;Cacau (em amêndoa);58245,0;20,0;0,0;1911,0;2220,0;0,0;10973,0;600,0;PA;False;12,1;6203,0
Ponta de Pedras;2019;3655,0;31098,0;informado;3,0;0,97;Açaí;30935,0;0,0;0,0;3625,0;0,0;0,0;0,0;30,0;PA;False;0,0;8508,0
Portel;2019;16527,0;149102,0;informado;4,0;0,784;Mandioca;109900,0;0,0;0,0;2027,0;0,0;0,0;0,0;14500,0;PA;False;0,0;9022,0
Porto de Moz;2019;1206,0;12431,0;informado;16,0;0,186;Açaí;5150,0;15,0;0,0;451,0;310,0;0,0;30,0;400,0;PA;False;11,6;10308,0
Prainha;2019;4868,0;22724,0;informado;19,0;0,299;Mandioca;9450,0;6,0;0,0;654,0;2290,0;8,0;110,0;1800,0;PA;False;39,0;4668,0
Primavera;2019;581,0;1250,0;informado;6,0;0,287;Mandioca;612,0;0,0;0,0;70,0;331,0;0,0;10,0;170,0;PA;False;39,6;2151,0
Quatipuru;2019;635,0;2842,0;informado;6,0;0,527;Açaí;1720,0;0,0;0,0;115,0;70,0;0,0;0,0;450,0;PA;False;6,3;4476,0
Redenção;2019;10573,0;29364,0;informado;6,0;0,432;Soja (em grão);17202,0;0,0;0,0;132,0;9691,0;0,0;0,0;750,0;PA;False;91,7;2777,0
Rio Maria;2019;1372,0;14522,0;informado;9,0;0,268;Abacaxi;10800,0;0,0;0,0;328,0;936,0;0,0;0,0;108,0;PA;False;64,9;10585,0
Rondon do Pará;2019;38266,0;125708,0;informado;10,0;0,841;Soja (em grão);119700,0;0,0;0,0;40,0;37810,0;6,0;0,0;410,0;PA;False;98,3;3285,0
Rurópolis;2019;8808,0;36316,0;informado;17,0;0,162;Banana (cacho);11200,0;35,0;0,0;2352,0;4000,0;0,0;1571,0;850,0;PA;False;32,9;4123,0
Salinópolis;2019;722,0;1913,0;informado;6,0;0,29;Mandioca;1080,0;0,0;0,0;202,0;220,0;0,0;0,0;300,0;PA;False;16,6;2650,0
Salvaterra;2019;2293,0;24188,0;informado;5,0;0,522;Abacaxi;19883,0;0,0;0,0;743,0;1500,0;0,0;0,0;50,0;PA;False;0,0;10549,0
Santa Bárbara do Pará;2019;435,0;2267,0;informado;4,0;0,391;Açaí;1584,0;0,0;0,0;200,0;55,0;0,0;0,0;180,0;PA;False;6,9;5211,0
Santa Izabel do Pará;2019;6348,0;212360,0;informado;10,0;0,632;Açaí;200000,0;0,0;0,0;5160,0;0,0;0,0;788,0;400,0;PA;False;0,0;33453,0
Santa Luzia do Pará;2019;2010,0;12134,0;informado;9,0;0,251;Banana (cacho);6118,0;0,0;30,0;285,0;670,0;0,0;175,0;850,0;PA;False;19,9;6037,0
Santa Maria das Barreiras;2019;88690,0;240276,0;informado;10,0;0,413;Soja (em grão);179496,0;0,0;0,0;90,0;87800,0;0,0;0,0;800,0;PA;False;89,1;2709,0
Santa Maria do Pará;2019;6270,0;27779,0;informado;8,0;0,65;Mandioca;23320,0;0,0;0,0;130,0;665,0;0,0;475,0;5000,0;PA;False;10,4;4430,0
Santana do Araguaia;2019;103175,0;293749,0;informado;10,0;0,51;Soja (em grão);206644,0;0,0;0,0;95,0;101500,0;0,0;780,0;800,0;PA;False;91,6;2847,0
Santarém;2019;34233,0;109496,0;informado;21,0;0,364;Soja (em grão);56886,0;15,0;0,0;425,0;29475,0;12,0;306,0;4000,0;PA;False;83,3;3199,0
Santarém Novo;2019;1543,0;3215,0;informado;6,0;0,318;Mandioca;1450,0;0,0;0,0;30,0;941,0;0,0;22,0;550,0;PA;False;25,9;2084,0
Santo Antônio do Tauá;2019;5110,0;39500,0;informado;11,0;0,354;Dendê (cacho de coco);12389,0;0,0;0,0;1560,0;100,0;0,0;3150,0;300,0;PA;False;1,2;7730,0
São Caetano de Odivelas;2019;988,0;7531,0;informado;10,0;0,519;Mandioca;4872,0;0,0;0,0;177,0;85,0;0,0;26,0;700,0;PA;False;2,0;7622,0
São Domingos do Araguaia;2019;3605,0;30450,0;informado;8,0;0,358;Mandioca;17220,0;0,0;0,0;615,0;1060,0;0,0;30,0;1900,0;PA;False;25,0;8447,0
São Domingos do Capim;2019;12095,0;83789,0;informado;14,0;0,388;Mandioca;50333,0;0,0;0,0;2425,0;535,0;0,0;2135,0;7000,0;PA;False;2,6;6928,0
São Félix do Xingu;2019;11801,0;73565,0;informado;11,0;0,258;Cacau (em amêndoa);26928,0;0,0;0,0;1759,0;5166,0;0,0;3600,0;1276,0;PA;False;41,1;6234,0
São Francisco do Pará;2019;5875,0;41446,0;informado;13,0;0,478;Mandioca;28500,0;50,0;0,0;465,0;600,0;0,0;760,0;4000,0;PA;False;5,1;7055,0
São Geraldo do Araguaia;2019;6005,0;35699,0;informado;9,0;0,399;Banana (cacho);14940,0;0,0;0,0;1035,0;3650,0;0,0;720,0;600,0;PA;False;59,6;5945,0
São João da Ponta;2019;483,0;4583,0;informado;14,0;0,174;Abacaxi;1470,0;0,0;0,0;179,0;36,0;0,0;138,0;130,0;PA;False;3,1;9489,0
São João de Pirabas;2019;353,0;1186,0;informado;7,0;0,299;Açaí;345,0;0,0;0,0;85,0;93,0;0,0;0,0;175,0;PA;False;11,3;3360,0
São João do Araguaia;2019;1872,0;13427,0;informado;11,0;0,2;Banana (cacho);5625,0;0,0;0,0;472,0;850,0;0,0;0,0;550,0;PA;False;42,7;7173,0
São Miguel do Guamá;2019;7416,0;37267,0;informado;12,0;0,481;Mandioca;24633,0;0,0;0,0;508,0;1400,0;0,0;508,0;5000,0;PA;False;13,5;5025,0
São Sebastião da Boa Vista;2019;5550,0;53905,0;informado;2,0;0,982;Açaí;53724,0;0,0;0,0;5500,0;0,0;0,0;0,0;50,0;PA;False;0,0;9713,0
Sapucaia;2019;706,0;2458,0;informado;3,0;0,928;Milho (em grão);1958,0;0,0;0,0;10,0;680,0;0,0;0,0;16,0;PA;False;96,3;3482,0
Senador José Porfírio;2019;5937,0;58215,0;informado;12,0;0,514;Cacau (em amêndoa);45648,0;4,0;0,0;672,0;790,0;0,0;4171,0;300,0;PA;False;10,1;9805,0
Soure;2019;110,0;202,0;informado;1,0;1,0;Coco-da-baía;202,0;0,0;0,0;110,0;0,0;0,0;0,0;0,0;PA;False;0,0;1836,0
Tailândia;2019;85780,0;336455,0;informado;15,0;0,54;Dendê (cacho de coco);235521,0;0,0;0,0;625,0;22835,0;0,0;61320,0;1000,0;PA;False;25,9;3922,0
Terra Alta;2019;469,0;3583,0;informado;12,0;0,327;Dendê (cacho de coco);1141,0;0,0;0,0;95,0;10,0;0,0;294,0;70,0;PA;False;1,1;7640,0
Terra Santa;2019;98,0;386,0;informado;7,0;0,476;Mandioca;167,0;5,0;0,0;17,0;10,0;0,0;0,0;66,0;PA;False;10,2;3939,0
Tomé-Açu;2019;49274,0;341041,0;informado;14,0;0,543;Dendê (cacho de coco);139542,0;0,0;0,0;4104,0;1050,0;0,0;42070,0;2050,0;PA;False;1,5;6921,0
Tracuateua;2019;5246,0;16298,0;informado;14,0;0,372;Mandioca;8773,0;0,0;20,0;261,0;2310,0;0,0;35,0;2620,0;PA;False;8,6;3107,0
Trairão;2019;13685,0;62034,0;informado;18,0;0,167;Mandioca;17745,0;10,0;0,0;1848,0;6450,0;2,0;1465,0;3910,0;PA;False;21,9;4533,0
Tucumã;2019;6229,0;44055,0;informado;9,0;0,574;Cacau (em amêndoa);36704,0;0,0;0,0;210,0;1284,0;0,0;4600,0;135,0;PA;False;20,1;7073,0
Tucuruí;2019;58,0;430,0;informado;4,0;0,422;Mandioca;202,0;0,0;0,0;5,0;0,0;0,0;18,0;35,0;PA;False;0,0;7414,0
Ulianópolis;2019;77328,0;295863,0;informado;21,0;0,468;Soja (em grão);175150,0;14430,0;0,0;199,0;62147,0;0,0;102,0;450,0;PA;False;76,3;3826,0
Uruará;2019;21292,0;207442,0;informado;17,0;0,62;Cacau (em amêndoa);170883,0;0,0;0,0;1255,0;2440,0;50,0;16722,0;825,0;PA;False;9,5;9743,0
Vigia;2019;1045,0;7920,0;informado;8,0;0,303;Mandioca;3480,0;0,0;0,0;260,0;0,0;0,0;285,0;500,0;PA;False;0,0;7579,0
Viseu;2019;8224,0;42034,0;informado;13,0;0,378;Açaí;20720,0;0,0;150,0;1274,0;1850,0;0,0;120,0;4830,0;PA;False;9,1;5111,0
Vitória do Xingu;2019;6572,0;65772,0;informado;16,0;0,626;Cacau (em amêndoa);49438,0;6,0;0,0;634,0;335,0;0,0;5167,0;430,0;PA;False;3,8;10008,0
Xinguara;2019;1459,0;6663,0;informado;11,0;0,352;Milho (em grão);1853,0;5,0;0,0;114,0;990,0;0,0;90,0;260,0;PA;False;62,0;4567,0
Abaetetuba;2020;32183,0;337151,0;informado;17,0;0,666;Açaí;273000,0;100,0;0,0;26640,0;225,0;0,0;3168,0;2050,0;PA;False;0,3;10476,0
Abel Figueiredo;2020;6103,0;30626,0;informado;12,0;0,816;Soja (em grão);27861,0;10,0;0,0;54,0;5722,0;0,0;13,0;304,0;PA;False;93,4;5018,0
Acará;2020;41569,0;247887,0;informado;13,0;0,324;Mandioca;113676,0;0,0;0,0;7099,0;150,0;0,0;16020,0;18300,0;PA;False;0,1;5963,0
Afuá;2020;159,0;1093,0;informado;2,0;0,594;Banana (cacho);565,0;0,0;0,0;45,0;0,0;0,0;0,0;114,0;PA;False;0,0;6874,0
Água Azul do Norte;2020;5704,0;29274,0;informado;10,0;0,668;Milho (em grão);20698,0;0,0;0,0;160,0;5214,0;0,0;30,0;300,0;PA;False;90,3;5132,0
Alenquer;2020;14265,0;118364,0;informado;16,0;0,347;Mandioca;68376,0;20,0;0,0;2410,0;3715,0;3,0;417,0;7700,0;PA;False;21,0;8298,0
Almeirim;2020;787,0;8187,0;informado;16,0;0,119;Açaí;2392,0;8,0;0,0;324,0;145,0;0,0;130,0;180,0;PA;False;12,1;10403,0
Altamira;2020;36256,0;214080,0;informado;23,0;0,26;Cacau (em amêndoa);85484,0;20,0;0,0;1692,0;27405,0;5,0;5694,0;1440,0;PA;False;66,2;5905,0
Anajás;2020;4204,0;103729,0;informado;4,0;0,802;Açaí;99272,0;0,0;0,0;3894,0;0,0;0,0;0,0;310,0;PA;False;0,0;24674,0
Ananindeua;2020;38,0;369,0;informado;2,0;0,589;Açaí;203,0;0,0;0,0;38,0;0,0;0,0;0,0;0,0;PA;False;0,0;9711,0
Anapu;2020;12550,0;181566,0;informado;18,0;0,656;Cacau (em amêndoa);156812,0;0,0;0,0;981,0;1010,0;5,0;10194,0;360,0;PA;False;5,6;14467,0
Augusto Corrêa;2020;2429,0;16842,0;informado;15,0;0,388;Mandioca;10220,0;0,0;10,0;251,0;670,0;0,0;90,0;1408,0;PA;False;6,2;6934,0
Aurora do Pará;2020;5959,0;79536,0;informado;15,0;0,216;Açaí;45072,0;0,0;0,0;1259,0;1000,0;0,0;2400,0;1300,0;PA;False;14,1;13347,0
Aveiro;2020;2980,0;11503,0;informado;19,0;0,295;Mandioca;6000,0;12,0;0,0;472,0;602,0;0,0;394,0;1500,0;PA;False;13,4;3860,0
Bagre;2020;7234,0;115318,0;informado;5,0;0,56;Açaí;103708,0;0,0;0,0;4934,0;0,0;0,0;0,0;2300,0;PA;False;0,0;15941,0
Baião;2020;12725,0;148431,0;informado;9,0;0,632;Mandioca;109197,0;0,0;0,0;725,0;250,0;0,0;1750,0;10000,0;PA;False;1,6;11665,0
Bannach;2020;148,0;660,0;informado;4,0;0,322;Mandioca;405,0;0,0;0,0;50,0;60,0;0,0;8,0;30,0;PA;False;40,5;4459,0
Barcarena;2020;19865,0;291485,0;informado;16,0;0,59;Açaí;243000,0;5,0;0,0;15625,0;362,0;0,0;2323,0;1550,0;PA;False;1,5;14673,0
Belém;2020;170,0;1994,0;informado;1,0;1,0;Açaí;1994,0;0,0;0,0;170,0;0,0;0,0;0,0;0,0;PA;False;0,0;11729,0
Belterra;2020;31792,0;95071,0;informado;17,0;0,525;Soja (em grão);73260,0;0,0;0,0;244,0;30380,0;2,0;66,0;1100,0;PA;False;89,6;2990,0
Benevides;2020;150,0;961,0;informado;1,0;1,0;Açaí;961,0;0,0;0,0;150,0;0,0;0,0;0,0;0,0;PA;False;0,0;6407,0
Bom Jesus do Tocantins;2020;804,0;4133,0;informado;13,0;0,299;Mandioca;1144,0;0,0;0,0;76,0;345,0;0,0;0,0;383,0;PA;False;23,6;5141,0
Bonito;2020;10125,0;58710,0;informado;9,0;0,812;Dendê (cacho de coco);48240,0;0,0;0,0;220,0;155,0;0,0;9150,0;600,0;PA;False;0,7;5799,0
Bragança;2020;7833,0;58675,0;informado;12,0;0,606;Mandioca;50240,0;0,0;0,0;288,0;1480,0;0,0;55,0;6010,0;PA;False;10,2;7491,0
Brasil Novo;2020;8145,0;113284,0;informado;15,0;0,798;Cacau (em amêndoa);100965,0;0,0;0,0;560,0;121,0;0,0;7274,0;190,0;PA;False;1,2;13908,0
Brejo Grande do Araguaia;2020;1505,0;9974,0;informado;8,0;0,346;Banana (cacho);5099,0;0,0;0,0;220,0;1225,0;0,0;0,0;60,0;PA;False;79,7;6627,0
Breu Branco;2020;1159,0;20537,0;informado;10,0;0,288;Pimenta-do-reino;12000,0;0,0;0,0;237,0;0,0;0,0;502,0;420,0;PA;False;0,0;17720,0
Breves;2020;2552,0;46918,0;informado;5,0;0,698;Açaí;43392,0;0,0;0,0;2192,0;0,0;0,0;0,0;360,0;PA;False;0,0;18385,0
Bujaru;2020;8677,0;151458,0;informado;11,0;0,53;Açaí;129698,0;0,0;0,0;6647,0;290,0;0,0;740,0;1000,0;PA;False;1,4;17455,0
Cachoeira do Piriá;2020;3689,0;27729,0;informado;13,0;0,223;Mandioca;11022,0;0,0;150,0;759,0;1250,0;0,0;130,0;1400,0;PA;False;19,0;7517,0
Cachoeira do Arari;2020;6550,0;41136,0;informado;4,0;0,741;Arroz (em casca);28808,0;0,0;0,0;750,0;5600,0;0,0;0,0;200,0;PA;False;0,0;6280,0
Cametá;2020;44855,0;786481,0;informado;14,0;0,492;Açaí;663686,0;0,0;0,0;30124,0;694,0;0,0;7037,0;7000,0;PA;False;0,6;17534,0
Canaã dos Carajás;2020;7117,0;33908,0;informado;9,0;0,759;Milho (em grão);13838,0;0,0;0,0;523,0;6314,0;0,0;0,0;280,0;PA;False;86,8;4764,0
Capanema;2020;8296,0;64034,0;informado;12,0;0,383;Mandioca;47948,0;0,0;0,0;274,0;2302,0;0,0;1120,0;4600,0;PA;False;3,6;7719,0
Capitão Poço;2020;25150,0;319889,0;informado;14,0;0,295;Laranja;160000,0;0,0;100,0;18100,0;2750,0;0,0;1100,0;3100,0;PA;False;6,0;12719,0
Castanhal;2020;7752,0;105607,0;informado;13,0;0,321;Açaí;45600,0;0,0;0,0;1410,0;750,0;0,0;1492,0;4100,0;PA;False;4,5;13623,0
Chaves;2020;103,0;357,0;informado;1,0;1,0;Mandioca;357,0;0,0;0,0;0,0;0,0;0,0;0,0;103,0;PA;False;0,0;3466,0
Colares;2020;415,0;1600,0;informado;7,0;0,84;Mandioca;1459,0;0,0;0,0;20,0;15,0;0,0;0,0;380,0;PA;False;2,4;3855,0
Conceição do Araguaia;2020;7734,0;79334,0;informado;9,0;0,325;Abacaxi;57600,0;0,0;0,0;1410,0;5924,0;0,0;0,0;400,0;PA;False;73,9;10258,0
Concórdia do Pará;2020;24534,0;102108,0;informado;14,0;0,582;Dendê (cacho de coco);50725,0;0,0;0,0;2395,0;119,0;0,0;19420,0;2600,0;PA;False;0,2;4162,0
Cumaru do Norte;2020;47899,0;271542,0;informado;11,0;0,492;Soja (em grão);156000,0;0,0;0,0;356,0;47118,0;0,0;25,0;400,0;PA;False;98,1;5669,0
Curionópolis;2020;3378,0;18489,0;informado;6,0;0,648;Mandioca;6973,0;0,0;0,0;280,0;2678,0;0,0;0,0;420,0;PA;False;79,3;5473,0
Curralinho;2020;2093,0;40816,0;informado;5,0;0,637;Açaí;38195,0;4,0;0,0;1611,0;0,0;0,0;0,0;478,0;PA;False;0,0;19501,0
Curuá;2020;693,0;9706,0;informado;10,0;0,42;Açaí;6128,0;0,0;5,0;525,0;103,0;0,0;0,0;60,0;PA;False;11,5;14006,0
Curuçá;2020;1388,0;16775,0;informado;13,0;0,363;Mandioca;6083,0;0,0;0,0;340,0;30,0;0,0;218,0;800,0;PA;False;1,1;12086,0
Dom Eliseu;2020;101002,0;480115,0;informado;17,0;0,799;Soja (em grão);448781,0;0,0;0,0;403,0;100335,0;5,0;59,0;200,0;PA;False;94,1;4754,0
Eldorado do Carajás;2020;2649,0;18465,0;informado;13,0;0,428;Mandioca;7183,0;0,0;0,0;340,0;1739,0;0,0;120,0;450,0;PA;False;62,2;6971,0
Faro;2020;302,0;1586,0;informado;9,0;0,69;Mandioca;1200,0;6,0;0,0;40,0;6,0;0,0;0,0;250,0;PA;False;2,0;5252,0
Floresta do Araguaia;2020;18101,0;443148,0;informado;9,0;0,382;Abacaxi;405000,0;0,0;0,0;10245,0;6776,0;0,0;0,0;1080,0;PA;False;36,9;24482,0
Garrafão do Norte;2020;7978,0;59458,0;informado;13,0;0,219;Mandioca;17325,0;0,0;20,0;1213,0;1410,0;0,0;3235,0;2100,0;PA;False;10,0;7453,0
Goianésia do Pará;2020;523,0;7311,0;informado;10,0;0,213;Açaí;2009,0;0,0;0,0;213,0;0,0;0,0;160,0;150,0;PA;False;0,0;13979,0
Gurupá;2020;1077,0;13293,0;informado;13,0;0,233;Açaí;7144,0;4,0;0,0;480,0;168,0;0,0;105,0;320,0;PA;False;2,8;12343,0
Igarapé-Açu;2020;8095,0;95859,0;informado;17,0;0,317;Pimenta-do-reino;33264,0;15,0;0,0;1305,0;195,0;0,0;5480,0;1100,0;PA;False;1,5;11842,0
Igarapé-Miri;2020;54845,0;1601680,0;informado;14,0;0,9;Açaí;1575000,0;10,0;0,0;52211,0;82,0;0,0;502,0;2040,0;PA;False;0,1;29204,0
Inhangapi;2020;3980,0;49786,0;informado;15,0;0,354;Açaí;31537,0;0,0;0,0;2102,0;23,0;0,0;355,0;1500,0;PA;False;0,3;12509,0
Ipixuna do Pará;2020;14041,0;58379,0;informado;16,0;0,29;Soja (em grão);32864,0;0,0;0,0;325,0;10916,0;0,0;500,0;2300,0;PA;False;66,6;4158,0
Irituia;2020;3951,0;39678,0;informado;13,0;0,217;Açaí;17364,0;0,0;60,0;967,0;695,0;0,0;1629,0;600,0;PA;False;11,4;10043,0
Itaituba;2020;4531,0;61657,0;informado;20,0;0,238;Banana (cacho);40572,0;10,0;0,0;2109,0;895,0;5,0;502,0;1010,0;PA;False;9,9;13608,0
Itupiranga;2020;7537,0;54072,0;informado;10,0;0,383;Mandioca;33203,0;0,0;0,0;817,0;3240,0;0,0;80,0;3400,0;PA;False;41,8;7174,0
Jacareacanga;2020;3168,0;24957,0;informado;12,0;0,442;Mandioca;12150,0;10,0;0,0;324,0;822,0;0,0;12,0;2000,0;PA;False;2,7;7878,0
Jacundá;2020;52,0;741,0;informado;2,0;0,589;Mandioca;375,0;0,0;0,0;15,0;0,0;0,0;0,0;37,0;PA;False;0,0;14250,0
Juruti;2020;10220,0;61792,0;informado;14,0;0,957;Mandioca;60000,0;7,0;53,0;126,0;34,0;0,0;0,0;10000,0;PA;False;0,2;6046,0
Limoeiro do Ajuru;2020;7317,0;171132,0;informado;10,0;0,83;Açaí;165984,0;0,0;0,0;6689,0;90,0;0,0;83,0;455,0;PA;False;0,2;23388,0
Mãe do Rio;2020;1829,0;10618,0;informado;12,0;0,252;Mandioca;4084,0;0,0;0,0;229,0;900,0;0,0;100,0;600,0;PA;False;32,8;5805,0
Magalhães Barata;2020;1145,0;6936,0;informado;9,0;0,766;Mandioca;5286,0;0,0;0,0;80,0;55,0;0,0;10,0;1000,0;PA;False;2,6;6058,0
Marabá;2020;14439,0;98804,0;informado;14,0;0,4;Mandioca;52600,0;0,0;0,0;1049,0;8190,0;0,0;0,0;5200,0;PA;False;55,3;6843,0
Maracanã;2020;2329,0;22304,0;informado;17,0;0,228;Açaí;7125,0;0,0;0,0;413,0;392,0;0,0;524,0;1000,0;PA;False;8,6;9577,0
Marapanim;2020;974,0;10257,0;informado;14,0;0,373;Mandioca;3058,0;0,0;0,0;217,0;82,0;0,0;95,0;580,0;PA;False;4,1;10531,0
Marituba;2020;;;indisponivel;;;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;PA;False;;
Medicilândia;2020;52828,0;759786,0;informado;18,0;0,714;Cacau (em amêndoa);616981,0;0,0;0,0;6702,0;1655,0;15,0;44186,0;270,0;PA;False;2,9;14382,0
Melgaço;2020;3294,0;18406,0;informado;5,0;0,764;Açaí;16286,0;0,0;0,0;2880,0;0,0;0,0;10,0;404,0;PA;False;0,0;5588,0
Mocajuba;2020;21167,0;114566,0;informado;9,0;0,29;Mandioca;70875,0;0,0;0,0;798,0;11500,0;0,0;1369,0;7500,0;PA;False;18,9;5412,0
Moju;2020;50055,0;488168,0;informado;17,0;0,35;Dendê (cacho de coco);140012,0;0,0;0,0;15350,0;955,0;0,0;27350,0;6400,0;PA;False;1,6;9753,0
Mojuí dos Campos;2020;47752,0;146454,0;informado;19,0;0,57;Soja (em grão);116550,0;4,0;0,0;393,0;46025,0;0,0;130,0;1200,0;PA;False;90,3;3067,0
Monte Alegre;2020;19868,0;84916,0;informado;21,0;0,314;Mandioca;27000,0;15,0;0,0;2658,0;10788,0;40,0;367,0;6000,0;PA;False;45,3;4274,0
Muaná;2020;5815,0;48408,0;informado;3,0;0,978;Açaí;48125,0;0,0;0,0;5765,0;0,0;0,0;0,0;50,0;PA;False;0,0;8325,0
Nova Esperança do Piriá;2020;9947,0;54474,0;informado;11,0;0,38;Mandioca;26250,0;0,0;150,0;624,0;5223,0;0,0;450,0;3500,0;PA;False;50,3;5476,0
Nova Ipixuna;2020;1157,0;7541,0;informado;9,0;0,385;Mandioca;4001,0;0,0;0,0;137,0;659,0;0,0;6,0;355,0;PA;False;53,4;6518,0
Nova Timboteua;2020;1997,0;18499,0;informado;8,0;0,297;Mandioca;8250,0;0,0;0,0;217,0;360,0;0,0;420,0;1000,0;PA;False;8,0;9263,0
Novo Progresso;2020;19744,0;65930,0;informado;19,0;0,455;Soja (em grão);44674,0;5,0;0,0;219,0;18509,0;0,0;11,0;1000,0;PA;False;83,6;3339,0
Novo Repartimento;2020;6975,0;56037,0;informado;10,0;0,445;Cacau (em amêndoa);27840,0;0,0;0,0;2043,0;260,0;0,0;4172,0;500,0;PA;False;1,1;8034,0
Óbidos;2020;20602,0;135686,0;informado;16,0;0,943;Mandioca;127637,0;12,0;0,0;427,0;150,0;0,0;13,0;20000,0;PA;False;0,5;6586,0
Oeiras do Pará;2020;7926,0;175945,0;informado;8,0;0,416;Açaí;133197,0;0,0;0,0;3527,0;259,0;0,0;340,0;3800,0;PA;False;1,1;22198,0
Oriximiná;2020;15500,0;84358,0;informado;13,0;0,937;Mandioca;79142,0;4,0;0,0;219,0;277,0;0,0;0,0;15000,0;PA;False;1,0;5442,0
Ourém;2020;2060,0;17118,0;informado;10,0;0,259;Mandioca;6240,0;0,0;10,0;680,0;300,0;0,0;170,0;900,0;PA;False;9,7;8310,0
Ourilândia do Norte;2020;1559,0;18026,0;informado;10,0;0,342;Cacau (em amêndoa);8086,0;0,0;0,0;211,0;358,0;0,0;830,0;160,0;PA;False;19,6;11563,0
Pacajá;2020;11417,0;106068,0;informado;18,0;0,293;Cacau (em amêndoa);42293,0;10,0;0,0;1138,0;2513,0;0,0;5756,0;2000,0;PA;False;14,1;9290,0
Palestina do Pará;2020;804,0;4817,0;informado;4,0;0,454;Banana (cacho);2700,0;0,0;0,0;120,0;554,0;0,0;0,0;130,0;PA;False;63,4;5991,0
Paragominas;2020;192931,0;888054,0;informado;17,0;0,755;Soja (em grão);833105,0;0,0;0,0;571,0;190500,0;0,0;620,0;1240,0;PA;False;93,0;4603,0
Parauapebas;2020;9834,0;128624,0;informado;16,0;0,205;Mandioca;62128,0;0,0;0,0;2346,0;4775,0;73,0;120,0;2520,0;PA;False;38,9;13080,0
Pau D'Arco;2020;1061,0;4698,0;informado;5,0;0,366;Mandioca;2294,0;0,0;0,0;22,0;609,0;0,0;0,0;430,0;PA;False;57,4;4428,0
Peixe-Boi;2020;1536,0;8031,0;informado;10,0;0,299;Mandioca;3883,0;0,0;8,0;318,0;450,0;0,0;60,0;700,0;PA;False;22,8;5229,0
Piçarra;2020;4812,0;38882,0;informado;7,0;0,586;Mandioca;20700,0;0,0;0,0;75,0;3587,0;0,0;0,0;1150,0;PA;False;72,7;8080,0
Placas;2020;17397,0;129919,0;informado;15,0;0,521;Cacau (em amêndoa);95000,0;20,0;0,0;1594,0;2310,0;0,0;12873,0;600,0;PA;False;11,7;7468,0
Ponta de Pedras;2020;3365,0;35966,0;informado;3,0;0,962;Açaí;35739,0;0,0;0,0;3335,0;0,0;0,0;0,0;30,0;PA;False;0,0;10688,0
Portel;2020;18831,0;188030,0;informado;4,0;0,783;Mandioca;130276,0;0,0;0,0;2331,0;0,0;0,0;0,0;16500,0;PA;False;0,0;9985,0
Porto de Moz;2020;1216,0;15519,0;informado;16,0;0,188;Açaí;5897,0;15,0;0,0;471,0;300,0;0,0;30,0;400,0;PA;False;11,5;12762,0
Prainha;2020;4868,0;29690,0;informado;19,0;0,299;Mandioca;10800,0;6,0;0,0;654,0;2290,0;8,0;110,0;1800,0;PA;False;39,0;6099,0
Primavera;2020;591,0;1829,0;informado;6,0;0,278;Mandioca;798,0;0,0;0,0;70,0;333,0;0,0;18,0;170,0;PA;False;38,9;3095,0
Quatipuru;2020;635,0;3864,0;informado;6,0;0,527;Açaí;2240,0;0,0;0,0;115,0;70,0;0,0;0,0;450,0;PA;False;6,3;6085,0
Redenção;2020;13707,0;67953,0;informado;9,0;0,411;Mandioca;32278,0;0,0;0,0;162,0;10795,0;0,0;0,0;2750,0;PA;False;77,6;4958,0
Rio Maria;2020;1372,0;15342,0;informado;9,0;0,268;Abacaxi;11100,0;0,0;0,0;328,0;936,0;0,0;0,0;108,0;PA;False;64,9;11182,0
Rondon do Pará;2020;39374,0;189415,0;informado;10,0;0,841;Soja (em grão);181498,0;0,0;0,0;50,0;38903,0;6,0;0,0;415,0;PA;False;98,3;4811,0
Rurópolis;2020;9113,0;41424,0;informado;17,0;0,163;Banana (cacho);12782,0;20,0;0,0;2662,0;3960,0;0,0;1571,0;900,0;PA;False;31,8;4546,0
Salinópolis;2020;817,0;3433,0;informado;6,0;0,301;Mandioca;1715,0;0,0;0,0;302,0;215,0;0,0;0,0;300,0;PA;False;14,7;4202,0
Salvaterra;2020;1740,0;20660,0;informado;5,0;0,501;Abacaxi;17311,0;0,0;0,0;600,0;1100,0;0,0;0,0;40,0;PA;False;0,0;11874,0
Santa Bárbara do Pará;2020;435,0;3289,0;informado;4,0;0,391;Açaí;2315,0;0,0;0,0;200,0;55,0;0,0;0,0;180,0;PA;False;6,9;7561,0
